city,state_id,state_name,lat,lng,population
Tifton,GA,Georgia,31.4625,-83.5205,24466
Thomasville,GA,Georgia,30.8394,-83.9782,24275
Candler-McAfee,GA,Georgia,33.7267,-84.2723,24022
Waycross,GA,Georgia,31.2108,-82.3579,23671
Acworth,GA,Georgia,34.0566,-84.6715,22818
Griffin,GA,Georgia,33.2418,-84.2747,22813
Union City,GA,Georgia,33.5941,-84.5629,22399
Cornelia,GA,Georgia,34.517,-83.531,20913
Suwanee,GA,Georgia,34.0506,-84.0687,20907
Dublin,GA,Georgia,32.5359,-82.928,20583
Snellville,GA,Georgia,33.8563,-84.0038,20077
Forest Park,GA,Georgia,33.6209,-84.359,20020
Moultrie,GA,Georgia,31.1591,-83.7708,18602
Fayetteville,GA,Georgia,33.45,-84.4709,17991
Kingsland,GA,Georgia,30.8194,-81.7217,17949
Perry,GA,Georgia,32.4719,-83.7282,17894
North Decatur,GA,Georgia,33.8073,-84.2889,17298
North Druid Hills,GA,Georgia,33.8186,-84.3254,17287
Lithia Springs,GA,Georgia,33.781,-84.6485,17216
Americus,GA,Georgia,32.0736,-84.2249,16939
Fairburn,GA,Georgia,33.5496,-84.5914,16768
Norcross,GA,Georgia,33.9379,-84.2065,16592
Monroe,GA,Georgia,33.799,-83.716,16380
Conyers,GA,Georgia,33.6645,-83.9966,16256
Villa Rica,GA,Georgia,33.7305,-84.917,16058
Powder Springs,GA,Georgia,33.8659,-84.6838,15758
Riverdale,GA,Georgia,33.564,-84.4103,15594
Belvedere Park,GA,Georgia,33.7488,-84.2598,15543
Buford,GA,Georgia,34.1185,-83.9916,15522
Holly Springs,GA,Georgia,34.1685,-84.4845,15442
Wilmington Island,GA,Georgia,32.0036,-80.9752,15391
College Park,GA,Georgia,33.6363,-84.464,15159
Grovetown,GA,Georgia,33.4504,-82.2073,15152
St. Simons,GA,Georgia,31.1774,-81.3857,14302
Douglas,GA,Georgia,31.5065,-82.8543,14283
Covington,GA,Georgia,33.6049,-83.8465,14206
Rincon,GA,Georgia,32.2947,-81.2353,14201
Dallas,GA,Georgia,33.9153,-84.8416,13981
Mountain Park,GA,Georgia,33.8458,-84.1313,13877
Richmond Hill,GA,Georgia,31.9013,-81.3125,13839
Thomaston,GA,Georgia,32.8908,-84.3271,13759
Georgetown,GA,Georgia,31.9849,-81.226,13469
Vidalia,GA,Georgia,32.2125,-82.4019,13350
Jefferson,GA,Georgia,34.1373,-83.6021,13322
Vinings,GA,Georgia,33.8608,-84.4686,13086
Braselton,GA,Georgia,34.1088,-83.8128,12961
Loganville,GA,Georgia,33.8353,-83.8957,12880
Cedartown,GA,Georgia,34.0223,-85.2479,12819
Lilburn,GA,Georgia,33.8887,-84.1379,12810
Clarkston,GA,Georgia,33.8117,-84.2404,12637
Jesup,GA,Georgia,31.5992,-81.8895,12198
Folkston,GA,Georgia,30.8393,-82.0073,12001
Cordele,GA,Georgia,31.9563,-83.7694,11719
Bainbridge,GA,Georgia,30.9046,-84.5727,11529
Fitzgerald,GA,Georgia,31.7135,-83.2515,11135
Cusseta,GA,Georgia,32.347,-84.787,10907
Scottdale,GA,Georgia,33.795,-84.2634,10698
Toccoa,GA,Georgia,34.5807,-83.3256,10647
Panthersville,GA,Georgia,33.7059,-84.2764,10581
Summerville,GA,Georgia,34.4787,-85.3491,10331
Doraville,GA,Georgia,33.9072,-84.2711,10265
Fort Oglethorpe,GA,Georgia,34.9319,-85.246,9994
Fort Valley,GA,Georgia,32.552,-83.8819,9683
Port Wentworth,GA,Georgia,32.1942,-81.1984,9641
Fort Stewart,GA,Georgia,31.8818,-81.6105,9326
Cairo,GA,Georgia,30.8791,-84.205,9181
Fair Oaks,GA,Georgia,33.9192,-84.5444,9173
Skidaway Island,GA,Georgia,31.9372,-81.0449,8783
Garden City,GA,Georgia,32.0868,-81.1773,8713
Gresham Park,GA,Georgia,33.7053,-84.3155,8694
Irondale,GA,Georgia,33.4773,-84.36,8578
Dock Junction,GA,Georgia,31.2031,-81.5156,8478
Flowery Branch,GA,Georgia,34.1713,-83.9142,8325
McRae-Helena,GA,Georgia,32.0635,-82.8968,8277
Druid Hills,GA,Georgia,33.7842,-84.3273,8244
Locust Grove,GA,Georgia,33.3442,-84.1071,8243
Thomson,GA,Georgia,33.4666,-82.4992,8225
Country Club Estates,GA,Georgia,31.2113,-81.4622,8160
Hampton,GA,Georgia,33.3835,-84.2855,8073
Rockmart,GA,Georgia,34.0103,-85.0441,8071
Centerville,GA,Georgia,32.6342,-83.6853,7884
Swainsboro,GA,Georgia,32.5866,-82.3345,7757
Auburn,GA,Georgia,34.0157,-83.8319,7660
LaFayette,GA,Georgia,34.7088,-85.2815,7589
Tyrone,GA,Georgia,33.4753,-84.5941,7506
Morrow,GA,Georgia,33.5816,-84.3392,7192
Commerce,GA,Georgia,34.2133,-83.473,7172
Austell,GA,Georgia,33.82,-84.645,7170
Barnesville,GA,Georgia,33.0509,-84.1527,7064
Whitemarsh Island,GA,Georgia,32.0304,-81.0109,7058
Adel,GA,Georgia,31.1272,-83.4232,6989
Bremen,GA,Georgia,33.7085,-85.1495,6945
Lovejoy,GA,Georgia,33.4426,-84.3176,6840
Dahlonega,GA,Georgia,34.5309,-83.9804,6696
Sandersville,GA,Georgia,32.9827,-82.8089,6655
Cumming,GA,Georgia,34.2064,-84.1337,6547
Hapeville,GA,Georgia,33.6609,-84.4093,6534
Fairview,GA,Georgia,34.9296,-85.294,6518
Camilla,GA,Georgia,31.2337,-84.2089,6488
Jasper,GA,Georgia,34.471,-84.4496,6374
Dacula,GA,Georgia,33.9816,-83.8951,6350
Stone Mountain,GA,Georgia,33.8034,-84.1724,6281
Sylvester,GA,Georgia,31.53,-83.8338,6240
Eastman,GA,Georgia,32.1973,-83.1714,6180
Cochran,GA,Georgia,32.3875,-83.3523,6131
Conley,GA,Georgia,33.6398,-84.3376,6002
Montezuma,GA,Georgia,32.2997,-84.0246,5887
Hartwell,GA,Georgia,34.3496,-82.9289,5841
Wrightsville,GA,Georgia,32.7265,-82.7197,5688
Lake Park,GA,Georgia,30.6852,-83.1875,5544
Baxley,GA,Georgia,31.7643,-82.3508,5515
Elberton,GA,Georgia,34.1064,-82.8705,5512
Waynesboro,GA,Georgia,33.0909,-82.0146,5422
Jackson,GA,Georgia,33.292,-83.9678,5418
Cleveland,GA,Georgia,34.5971,-83.7621,5372
Forsyth,GA,Georgia,33.0347,-83.9381,5270
Byron,GA,Georgia,32.6474,-83.7541,5226
Springfield,GA,Georgia,32.3634,-81.3029,5224
Lakeview,GA,Georgia,34.9777,-85.2539,5147
Adairsville,GA,Georgia,34.3708,-84.9211,4963
Jonesboro,GA,Georgia,33.5212,-84.3541,4962
Palmetto,GA,Georgia,33.5311,-84.6677,4851
Temple,GA,Georgia,33.7342,-85.0289,4795
Madison,GA,Georgia,33.579,-83.4758,4656
Hawkinsville,GA,Georgia,32.2964,-83.4814,4591
Gray,GA,Georgia,33.002,-83.5373,4563
Montgomery,GA,Georgia,31.9438,-81.1081,4533
Nashville,GA,Georgia,31.2051,-83.2486,4519
Hazlehurst,GA,Georgia,31.8651,-82.5994,4497
Lindale,GA,Georgia,34.1884,-85.1808,4466
Grayson,GA,Georgia,33.89,-83.9574,4452
Glennville,GA,Georgia,31.9382,-81.9305,4445
Senoia,GA,Georgia,33.3082,-84.5546,4412
Euharlee,GA,Georgia,34.1441,-84.9327,4367
Chatsworth,GA,Georgia,34.7808,-84.7835,4290
Nelson,GA,Georgia,34.379,-84.3707,4287
Lyons,GA,Georgia,32.2062,-82.3215,4233
Hiram,GA,Georgia,33.8771,-84.771,4223
Oakwood,GA,Georgia,34.2237,-83.8849,4156
Walthourville,GA,Georgia,31.7716,-81.6216,4115
Dawson,GA,Georgia,31.7721,-84.4437,4058
Eatonton,GA,Georgia,33.3258,-83.3886,4036
Rossville,GA,Georgia,34.9747,-85.2898,4009
Ashburn,GA,Georgia,31.7095,-83.6528,4005
Blackshear,GA,Georgia,31.2954,-82.2453,3965
Hephzibah,GA,Georgia,33.2906,-82.0994,3944
Manchester,GA,Georgia,32.8566,-84.6329,3844
Leesburg,GA,Georgia,31.7325,-84.1687,3829
West Point,GA,Georgia,32.8937,-85.1453,3737
Chattanooga Valley,GA,Georgia,34.9241,-85.3431,3727
Ellijay,GA,Georgia,34.6913,-84.484,3701
Ocilla,GA,Georgia,31.5987,-83.2499,3680
Ringgold,GA,Georgia,34.9137,-85.1216,3630
Clayton,GA,Georgia,34.8775,-83.4027,3613
Darien,GA,Georgia,31.3568,-81.4315,3580
Quitman,GA,Georgia,30.7849,-83.5603,3574
Social Circle,GA,Georgia,33.6505,-83.7116,3548
Metter,GA,Georgia,32.3958,-82.0621,3467
Hardwick,GA,Georgia,33.0523,-83.244,3431
Bonanza,GA,Georgia,33.4589,-84.3379,3421
Harlem,GA,Georgia,33.4262,-82.3129,3420
Claxton,GA,Georgia,32.1613,-81.9094,3418
Baldwin,GA,Georgia,34.4864,-83.5494,3414
Blakely,GA,Georgia,31.3827,-84.9228,3380
Hannahs Mill,GA,Georgia,32.9369,-84.3405,3372
Cuthbert,GA,Georgia,31.7713,-84.794,3362
Kings Bay Base,GA,Georgia,30.7985,-81.5628,3348
Pelham,GA,Georgia,31.1267,-84.1514,3334
Nicholls,GA,Georgia,31.5191,-82.6386,3333
Alma,GA,Georgia,31.5432,-82.4745,3322
Chattahoochee Hills,GA,Georgia,33.5695,-84.7441,3318
Alamo,GA,Georgia,32.1469,-82.7798,3317
Washington,GA,Georgia,33.7355,-82.7427,3314
Tybee Island,GA,Georgia,32.01,-80.8527,3279
Chickamauga,GA,Georgia,34.8753,-85.2886,3256
Dawsonville,GA,Georgia,34.4362,-84.125,3246
Heron Bay,GA,Georgia,33.3393,-84.1922,3195
Tallapoosa,GA,Georgia,33.7335,-85.2859,3185
Sparta,GA,Georgia,33.2767,-82.9704,3181
Unadilla,GA,Georgia,32.2583,-83.7356,3162
Avondale Estates,GA,Georgia,33.7699,-84.2648,3129
Hogansville,GA,Georgia,33.1674,-84.9027,3128
Vienna,GA,Georgia,32.0925,-83.7864,3101
Hahira,GA,Georgia,30.9941,-83.3787,3029
Royston,GA,Georgia,34.2859,-83.1097,2988
Raoul,GA,Georgia,34.4548,-83.5995,2937
Watkinsville,GA,Georgia,33.861,-83.4072,2936
Louisville,GA,Georgia,32.9954,-82.4,2907
Soperton,GA,Georgia,32.3782,-82.5944,2862
Experiment,GA,Georgia,33.2789,-84.276,2853
Statham,GA,Georgia,33.9646,-83.6024,2839
Lakeland,GA,Georgia,31.041,-83.0748,2837
Lake City,GA,Georgia,33.6065,-84.3411,2829
Grantville,GA,Georgia,33.2371,-84.8293,2787
Lula,GA,Georgia,34.3956,-83.6655,2781
Greensboro,GA,Georgia,33.5678,-83.1878,2714
Lakeview Estates,GA,Georgia,33.7046,-84.0367,2697
Bloomingdale,GA,Georgia,32.125,-81.3077,2686
Abbeville,GA,Georgia,31.9925,-83.3068,2684
Trenton,GA,Georgia,34.8741,-85.5096,2664
Indian Springs,GA,Georgia,34.9606,-85.1592,2650
Reidsville,GA,Georgia,32.0871,-82.1244,2645
Pembroke,GA,Georgia,32.1455,-81.6185,2626
Thunderbolt,GA,Georgia,32.0339,-81.048,2623
Monticello,GA,Georgia,33.2955,-83.686,2594
Deenwood,GA,Georgia,31.2476,-82.3677,2588
Homerville,GA,Georgia,31.0385,-82.742,2573
Sylvania,GA,Georgia,32.7465,-81.641,2562
Donalsonville,GA,Georgia,31.0404,-84.8792,2553
Isle of Hope,GA,Georgia,31.9848,-81.0532,2539
Reed Creek,GA,Georgia,34.4395,-82.9103,2535
Millen,GA,Georgia,32.8071,-81.9423,2506
East Dublin,GA,Georgia,32.5468,-82.8675,2398
Mount Vernon,GA,Georgia,32.1836,-82.5953,2371
Oxford,GA,Georgia,33.6277,-83.8721,2346
Lithonia,GA,Georgia,33.7128,-84.106,2331
Ludowici,GA,Georgia,31.7096,-81.7457,2283
Putney,GA,Georgia,31.4756,-84.101,2250
Gumlog,GA,Georgia,34.4952,-83.0975,2236
Guyton,GA,Georgia,32.3408,-81.4226,2226
Lavonia,GA,Georgia,34.434,-83.1081,2200
Ball Ground,GA,Georgia,34.3426,-84.3634,2195
Unionville,GA,Georgia,31.4363,-83.5084,2183
Hoschton,GA,Georgia,34.0853,-83.7593,2180
Berkeley Lake,GA,Georgia,33.9805,-84.1839,2147
Varnell,GA,Georgia,34.9015,-84.9645,2139
Demorest,GA,Georgia,34.5648,-83.5424,2125
Tennille,GA,Georgia,32.936,-82.8134,2123
Maysville,GA,Georgia,34.2557,-83.5521,2103
Bowdon,GA,Georgia,33.5378,-85.2539,2100
Midway,GA,Georgia,31.8003,-81.419,2061
Buena Vista,GA,Georgia,32.3188,-84.5177,2053
Pearson,GA,Georgia,31.297,-82.8544,2042
Sparks,GA,Georgia,31.1693,-83.4405,2013
Arcade,GA,Georgia,34.0694,-83.5399,1972
Davisboro,GA,Georgia,32.9826,-82.6032,1958
Wrens,GA,Georgia,33.2069,-82.3878,1939
Shannon,GA,Georgia,34.3406,-85.0854,1931
Union Point,GA,Georgia,33.6177,-83.0756,1899
Trion,GA,Georgia,34.548,-85.3108,1893
Nicholson,GA,Georgia,34.1172,-83.4289,1869
Ellaville,GA,Georgia,32.238,-84.3089,1867
Wadley,GA,Georgia,32.8663,-82.4014,1858
Gordon,GA,Georgia,32.8866,-83.3349,1857
Henderson,GA,Georgia,32.0103,-81.2656,1853
Morgan,GA,Georgia,31.5381,-84.6033,1835
Colquitt,GA,Georgia,31.1741,-84.7319,1834
Clarkesville,GA,Georgia,34.6103,-83.5284,1821
Brooklet,GA,Georgia,32.3898,-81.6668,1815
Mount Zion,GA,Georgia,33.6409,-85.1804,1813
Butler,GA,Georgia,32.557,-84.2377,1759
Warrenton,GA,Georgia,33.4067,-82.6653,1720
Twin City,GA,Georgia,32.5829,-82.1575,1701
Young Harris,GA,Georgia,34.9349,-83.8472,1661
Richland,GA,Georgia,32.0885,-84.6625,1643
Emerson,GA,Georgia,34.1303,-84.7484,1596
Lookout Mountain,GA,Georgia,34.9664,-85.3622,1574
Chester,GA,Georgia,32.3945,-83.1551,1564
Lincolnton,GA,Georgia,33.7931,-82.4776,1503
Porterdale,GA,Georgia,33.5739,-83.894,1478
Robins AFB,GA,Georgia,32.6093,-83.5846,1464
Blue Ridge,GA,Georgia,34.8666,-84.3218,1461
Pine Mountain,GA,Georgia,32.8522,-84.8522,1417
Talahi Island,GA,Georgia,32.0331,-80.976,1406
Edison,GA,Georgia,31.5608,-84.7374,1396
Walnut Grove,GA,Georgia,33.7452,-83.8512,1357
Willacoochee,GA,Georgia,31.3358,-83.0446,1354
Woodbine,GA,Georgia,30.9595,-81.7175,1352
Enigma,GA,Georgia,31.4076,-83.3291,1350
Aragon,GA,Georgia,34.0459,-85.0571,1336
Arlington,GA,Georgia,31.4383,-84.7253,1326
Boston,GA,Georgia,30.792,-83.7899,1317
East Griffin,GA,Georgia,33.2439,-84.2318,1316
Lumpkin,GA,Georgia,32.0487,-84.7981,1266
Mount Airy,GA,Georgia,34.5221,-83.4977,1265
Lumber City,GA,Georgia,31.933,-82.6828,1257
Winterville,GA,Georgia,33.9666,-83.2815,1237
Omega,GA,Georgia,31.3389,-83.5949,1230
Russell,GA,Georgia,33.9797,-83.6922,1229
Zebulon,GA,Georgia,33.0926,-84.3423,1228
Marshallville,GA,Georgia,32.4564,-83.9407,1227
Homer,GA,Georgia,34.335,-83.4987,1220
Bogart,GA,Georgia,33.9479,-83.5341,1206
McCaysville,GA,Georgia,34.9811,-84.3706,1204
Alto,GA,Georgia,34.4649,-83.5727,1198
Broxton,GA,Georgia,31.6248,-82.8877,1196
Franklin Springs,GA,Georgia,34.284,-83.1459,1192
Moody AFB,GA,Georgia,30.9715,-83.1954,1191
Comer,GA,Georgia,34.0625,-83.1263,1178
Buchanan,GA,Georgia,33.803,-85.1803,1176
Oglethorpe,GA,Georgia,32.2935,-84.0623,1156
Nahunta,GA,Georgia,31.2065,-81.9814,1141
East Newnan,GA,Georgia,33.3461,-84.7763,1134
Sunnyside,GA,Georgia,31.2406,-82.3411,1121
Hamilton,GA,Georgia,32.7648,-84.8752,1117
Mountain City,GA,Georgia,34.9196,-83.3854,1108
Rochelle,GA,Georgia,31.9488,-83.4568,1103
Ray City,GA,Georgia,31.0729,-83.196,1094
Remerton,GA,Georgia,30.8441,-83.3086,1079
Cave Spring,GA,Georgia,34.1081,-85.3388,1070
Clermont,GA,Georgia,34.4784,-83.7721,1039
Meigs,GA,Georgia,31.0713,-84.0922,1031
Dasher,GA,Georgia,30.7462,-83.2253,1015
Dutch Island,GA,Georgia,32.0047,-81.0317,1013
Appling,GA,Georgia,33.5588,-82.3183,1010
Roberta,GA,Georgia,32.7196,-84.0104,973
Franklin,GA,Georgia,33.2797,-85.0985,971
Hagan,GA,Georgia,32.1536,-81.9305,965
Waleska,GA,Georgia,34.3171,-84.5499,964
Fort Gaines,GA,Georgia,31.6238,-85.0528,963
Norman Park,GA,Georgia,31.2692,-83.6843,962
Sardis,GA,Georgia,32.9756,-81.7621,960
Reynolds,GA,Georgia,32.5609,-84.0943,960
Homeland,GA,Georgia,30.8603,-82.0213,941
Jeffersonville,GA,Georgia,32.6863,-83.3433,939
Shellman,GA,Georgia,31.7571,-84.6159,933
Phillipsburg,GA,Georgia,31.4389,-83.5203,922
Ivey,GA,Georgia,32.9092,-83.2983,914
Hiawassee,GA,Georgia,34.9494,-83.753,911
Tunnel Hill,GA,Georgia,34.8498,-85.0394,910
Woodbury,GA,Georgia,32.9848,-84.5821,902
Eton,GA,Georgia,34.8282,-84.7656,902
Poulan,GA,Georgia,31.5145,-83.7898,870
Lenox,GA,Georgia,31.2672,-83.4673,850
Talbotton,GA,Georgia,32.6773,-84.5406,848
Greenville,GA,Georgia,33.0322,-84.7162,845
Rutledge,GA,Georgia,33.6263,-83.6112,842
Crawford,GA,Georgia,33.883,-83.1552,836
Luthersville,GA,Georgia,33.2096,-84.7442,831
Baconton,GA,Georgia,31.3804,-84.1592,827
Bowman,GA,Georgia,34.2051,-83.0309,808
Waverly Hall,GA,Georgia,32.6837,-84.7378,807
Resaca,GA,Georgia,34.5789,-84.944,803
Canon,GA,Georgia,34.3455,-83.1107,785
Newborn,GA,Georgia,33.5163,-83.6959,783
Riceboro,GA,Georgia,31.7264,-81.4438,778
Screven,GA,Georgia,31.484,-82.0171,771
Patterson,GA,Georgia,31.3854,-82.1375,755
Pine Lake,GA,Georgia,33.7904,-84.2061,754
Sunset Village,GA,Georgia,32.8947,-84.4057,747
Ty Ty,GA,Georgia,31.472,-83.6509,737
Doerun,GA,Georgia,31.3218,-83.9171,736
Fairmount,GA,Georgia,34.4384,-84.6997,736
White,GA,Georgia,34.2825,-84.7472,725
Bethlehem,GA,Georgia,33.9372,-83.7097,725
North High Shoals,GA,Georgia,33.8271,-83.5014,721
Flemington,GA,Georgia,31.8507,-81.5603,717
Allenhurst,GA,Georgia,31.7839,-81.6078,716
Plains,GA,Georgia,32.0331,-84.3946,716
Blythe,GA,Georgia,33.3011,-82.2025,711
Portal,GA,Georgia,32.5383,-81.9297,692
Ochlocknee,GA,Georgia,30.9752,-84.0517,680
Kingston,GA,Georgia,34.232,-84.9445,679
Alapaha,GA,Georgia,31.3832,-83.2237,675
Adrian,GA,Georgia,32.5306,-82.592,668
Sycamore,GA,Georgia,31.671,-83.6353,664
Flovilla,GA,Georgia,33.2524,-83.903,660
Milan,GA,Georgia,32.0194,-83.0631,657
Milner,GA,Georgia,33.1177,-84.193,654
Glenwood,GA,Georgia,32.1805,-82.6709,651
Blairsville,GA,Georgia,34.8761,-83.9548,643
Cohutta,GA,Georgia,34.9539,-84.9593,637
Smithville,GA,Georgia,31.9013,-84.2552,636
Gibson,GA,Georgia,33.2334,-82.596,631
Whitesburg,GA,Georgia,33.4928,-84.9137,611
McIntyre,GA,Georgia,32.8466,-83.2011,605
Pavo,GA,Georgia,30.9597,-83.738,604
Carnesville,GA,Georgia,34.3729,-83.2328,601
Colbert,GA,Georgia,34.037,-83.2139,598
Danielsville,GA,Georgia,34.1238,-83.2201,594
Yonah,GA,Georgia,34.6437,-83.7411,586
Uvalda,GA,Georgia,32.0371,-82.508,582
Newton,GA,Georgia,31.3172,-84.3376,575
Collins,GA,Georgia,32.1793,-82.1103,571
East Ellijay,GA,Georgia,34.6759,-84.4761,569
Arabi,GA,Georgia,31.8282,-83.7302,564
Dexter,GA,Georgia,32.4331,-83.0595,562
Pendergrass,GA,Georgia,34.1646,-83.6827,562
Dudley,GA,Georgia,32.5321,-83.0805,561
Helen,GA,Georgia,34.7044,-83.7201,560
Brooks,GA,Georgia,33.2925,-84.4588,559
Leary,GA,Georgia,31.4847,-84.5133,559
Irwinton,GA,Georgia,32.8108,-83.1737,555
Berlin,GA,Georgia,31.0683,-83.6236,554
Morven,GA,Georgia,30.9434,-83.5003,549
Cadwell,GA,Georgia,32.3396,-83.042,540
Ailey,GA,Georgia,32.1882,-82.5699,536
Hoboken,GA,Georgia,31.1813,-82.1313,536
Dearing,GA,Georgia,33.4149,-82.3852,532
Coolidge,GA,Georgia,31.0113,-83.8661,529
Waco,GA,Georgia,33.7026,-85.1893,524
Stillmore,GA,Georgia,32.441,-82.2145,518
Lyerly,GA,Georgia,34.4035,-85.4041,514
Williamson,GA,Georgia,33.1777,-84.3582,514
Odum,GA,Georgia,31.6665,-82.0269,503
Byromville,GA,Georgia,32.2018,-83.9073,500
Crooked Creek,GA,Georgia,33.2616,-83.2679,497
Tignall,GA,Georgia,33.8674,-82.742,496
Pineview,GA,Georgia,32.1084,-83.503,489
Toomsboro,GA,Georgia,32.8225,-83.0826,486
Shiloh,GA,Georgia,32.8115,-84.6989,486
Bowersville,GA,Georgia,34.373,-83.0838,485
Crawfordville,GA,Georgia,33.5545,-82.8965,473
Oak Park,GA,Georgia,32.3822,-82.3153,470
Whigham,GA,Georgia,30.8845,-84.3247,464
Ephesus,GA,Georgia,33.4069,-85.2568,461
Menlo,GA,Georgia,34.4835,-85.4776,456
Funston,GA,Georgia,31.1989,-83.8771,450
Moreland,GA,Georgia,33.2861,-84.7699,444
Mansfield,GA,Georgia,33.518,-83.7349,442
Harrison,GA,Georgia,32.8263,-82.7258,442
Offerman,GA,Georgia,31.4088,-82.1132,441
Ideal,GA,Georgia,32.3726,-84.1894,439
Attapulgus,GA,Georgia,30.7495,-84.4839,425
Sumner,GA,Georgia,31.5103,-83.7368,424
Tiger,GA,Georgia,34.8458,-83.433,415
Salem,GA,Georgia,32.7588,-84.1933,407
Warm Springs,GA,Georgia,32.8869,-84.678,405
Molena,GA,Georgia,33.0122,-84.5005,400
Bostwick,GA,Georgia,33.7378,-83.5149,395
Stapleton,GA,Georgia,33.217,-82.4672,393
Lincoln Park,GA,Georgia,32.8674,-84.3348,389
Empire,GA,Georgia,32.3394,-83.295,387
Warwick,GA,Georgia,31.8298,-83.9206,386
Concord,GA,Georgia,33.0916,-84.4387,384
Braswell,GA,Georgia,33.9836,-84.9592,383
Martin,GA,Georgia,34.4856,-83.1983,383
Woodville,GA,Georgia,33.6715,-83.1063,382
Ambrose,GA,Georgia,31.5944,-83.0137,379
Dillard,GA,Georgia,34.9749,-83.382,377
Centralhatchee,GA,Georgia,33.3688,-85.1037,377
Satilla,GA,Georgia,31.7921,-82.564,376
Jenkinsburg,GA,Georgia,33.3225,-84.0388,376
Rhine,GA,Georgia,31.9891,-83.2,375
Between,GA,Georgia,33.8177,-83.8043,373
Barwick,GA,Georgia,30.8933,-83.7391,372
Leslie,GA,Georgia,31.9545,-84.0864,371
Bronwood,GA,Georgia,31.8306,-84.3643,367
Arnoldsville,GA,Georgia,33.9103,-83.2181,366
Sharpsburg,GA,Georgia,33.337,-84.6504,361
Yatesville,GA,Georgia,32.9133,-84.1423,360
Ila,GA,Georgia,34.1728,-83.293,359
Cobbtown,GA,Georgia,32.2806,-82.1387,357
Pinehurst,GA,Georgia,32.1955,-83.7596,355
Woodland,GA,Georgia,32.7877,-84.5606,353
Turin,GA,Georgia,33.3234,-84.6375,347
Sale City,GA,Georgia,31.2625,-84.0214,344
White Plains,GA,Georgia,33.4807,-83.0372,342
Scotland,GA,Georgia,32.0472,-82.818,337
Mineral Bluff,GA,Georgia,34.914,-84.2776,335
Keysville,GA,Georgia,33.2375,-82.2289,332
Chauncey,GA,Georgia,32.1059,-83.0645,326
Hiltonia,GA,Georgia,32.8833,-81.6613,324
Morganton,GA,Georgia,34.8749,-84.2442,323
Plainville,GA,Georgia,34.4053,-85.0312,318
Fargo,GA,Georgia,30.6881,-82.5721,316
Higgston,GA,Georgia,32.2164,-82.467,312
Good Hope,GA,Georgia,33.785,-83.6094,300
Pitts,GA,Georgia,31.9462,-83.5418,293
Graham,GA,Georgia,31.8292,-82.503,290
Iron City,GA,Georgia,31.0136,-84.8133,289
Rentz,GA,Georgia,32.3835,-82.9917,285
Cecil,GA,Georgia,31.0466,-83.3906,283
Ellenton,GA,Georgia,31.1759,-83.5876,282
Siloam,GA,Georgia,33.5366,-83.0812,277
Bishop,GA,Georgia,33.8171,-83.4372,274
Sky Valley,GA,Georgia,34.984,-83.3314,273
Gumbranch,GA,Georgia,31.8367,-81.6838,265
Pulaski,GA,Georgia,32.3904,-81.9566,263
Climax,GA,Georgia,30.8756,-84.4312,262
Newington,GA,Georgia,32.5888,-81.5063,262
Carlton,GA,Georgia,34.0427,-83.0386,260
Talmo,GA,Georgia,34.1831,-83.7209,257
Sasser,GA,Georgia,31.7199,-84.3478,255
Midville,GA,Georgia,32.8218,-82.2347,254
Bartow,GA,Georgia,32.8816,-82.4712,250
Denton,GA,Georgia,31.7221,-82.6968,248
Oconee,GA,Georgia,32.8535,-82.9576,243
Gillsville,GA,Georgia,34.3095,-83.6381,240
Shady Dale,GA,Georgia,33.4007,-83.5881,236
Carl,GA,Georgia,34.0046,-83.8128,235
Orchard Hill,GA,Georgia,33.1851,-84.2123,232
Oliver,GA,Georgia,32.5214,-81.5331,230
Roopville,GA,Georgia,33.4567,-85.1304,229
Lexington,GA,Georgia,33.87,-83.1101,228
Kite,GA,Georgia,32.6921,-82.5136,227
Avera,GA,Georgia,33.1934,-82.5287,225
Maxeys,GA,Georgia,33.7555,-83.1737,225
Perkins,GA,Georgia,32.9149,-81.949,225
Damascus,GA,Georgia,31.2989,-84.717,224
Taylorsville,GA,Georgia,34.086,-84.9876,224
Norwood,GA,Georgia,33.4626,-82.7055,222
Andersonville,GA,Georgia,32.1966,-84.1455,221
Avalon,GA,Georgia,34.5027,-83.1967,215
Meansville,GA,Georgia,33.0508,-84.3083,214
Danville,GA,Georgia,32.606,-83.246,212
Montrose,GA,Georgia,32.5595,-83.1535,212
Argyle,GA,Georgia,31.0732,-82.6489,208
The Rock,GA,Georgia,32.9635,-84.2378,203
Brinson,GA,Georgia,30.9784,-84.7379,202
Surrency,GA,Georgia,31.7215,-82.1988,202
Hull,GA,Georgia,34.0155,-83.2939,201
Garfield,GA,Georgia,32.6495,-82.0962,201
Hilltop,GA,Georgia,33.1063,-84.4383,200
Lilly,GA,Georgia,32.1465,-83.8775,197
Matthews,GA,Georgia,33.2176,-82.3079,194
Haralson,GA,Georgia,33.2285,-84.569,192
Mitchell,GA,Georgia,33.2199,-82.7031,189
Register,GA,Georgia,32.3657,-81.8845,189
Culloden,GA,Georgia,32.8632,-84.094,186
Rayle,GA,Georgia,33.7902,-82.9031,185
Buckhead,GA,Georgia,33.5685,-83.3623,183
Epworth,GA,Georgia,34.951,-84.3809,182
Sautee-Nacoochee,GA,Georgia,34.6895,-83.686,178
De Soto,GA,Georgia,31.9548,-84.0636,173
Tallulah Falls,GA,Georgia,34.7258,-83.3816,171
